greek,K,T,exact,method,rmse,ci_lo,ci_hi,bias,std,ratio_to_best,ratio_ci_lo,ratio_ci_hi,best,tie_with_best,width_out,width_in,rmse_in_sample,width_at_grid_edge,grid_extended,width_base,rmse_base,lr_over_pwlr,lr_over_pwlr_lo,lr_over_pwlr_hi,parity_over_plain,parity_over_plain_lo,parity_over_plain_hi,parity_leg
gamma,110.0,2.0,0.013929773207095188,"FD, CRN",0.00021731291453212258,0.00019858762604037174,0.00023498171884098236,-9.406779476722749e-05,0.00019638991267137868,2.0990602985578373,1.8339226035046439,2.4212517677298546,False,False,10.0,10.0,0.00021731291453212258,False,False,,,3.428050522449957,3.106578455108747,3.749581962609535,,,,
gamma,110.0,2.0,0.013929773207095188,LR,0.0007311400164789598,0.000649260073989442,0.0008132016509968012,-1.1886988760381918e-06,0.0007329737809153768,7.062198694367295,6.036600729081654,8.266479391746758,False,False,,,,,,,,3.428050522449957,3.106578455108747,3.749581962609535,,,,
gamma,110.0,2.0,0.013929773207095188,LR (parity),0.00043015215520168603,0.00038265340026856737,0.0004777474847609301,2.0805003207216368e-05,0.000430726893460291,4.154908663697858,3.6418325167584946,4.760648984570234,False,False,,,,,,,,3.428050522449957,3.106578455108747,3.749581962609535,0.588330751301539,0.5015599421382413,0.6943062069548219,put
gamma,110.0,2.0,0.013929773207095188,Pathwise-LR,0.00021328157554586716,0.00019261247055107778,0.00023421185132303112,-1.5548790240172955e-05,0.00021324783418199376,2.0601209486609573,1.8050947341235948,2.3554652735674706,False,False,,,,,,,,3.428050522449957,3.106578455108747,3.749581962609535,,,,
gamma,110.0,2.0,0.013929773207095188,Pathwise-LR (parity),0.00010352866693797589,9.123778428353365e-05,0.00011518131519417508,1.3691024487244556e-05,0.00010287691199463451,1.0,1.0,1.0,True,False,,,,,,,,3.428050522449957,3.106578455108747,3.749581962609535,0.4854083934489296,0.4245445735323738,0.5539875487258936,put
gamma,110.0,2.0,0.013929773207095188,Smoothed AD,0.0002514893330908498,0.00022955421938811643,0.00027257123985941986,-0.00014269958353112428,0.00020760349121909258,2.4291758073299374,2.1212125245137967,2.8095383852562295,False,False,2.5118864315095824,2.5118864315095824,0.0002514893330908498,False,False,,,3.428050522449957,3.106578455108747,3.749581962609535,,,,
digital delta,110.0,2.0,0.012663430188268349,"FD, CRN",0.00022043883762948456,0.00020235522852964845,0.00023872729343746703,-8.910423575016783e-05,0.00020213363485206841,1.72958025740218,1.506249644407857,1.9800679141064705,False,False,6.309573444801936,6.309573444801936,0.00022043883762948456,False,False,,,,,,,,,
digital delta,110.0,2.0,0.012663430188268349,Smoothed AD,0.00022425877017418156,0.00020508369553894163,0.0002434975365884173,-0.00012168894383328677,0.0001888441354297416,1.7595517451171572,1.535496420833863,2.0142352523037474,False,False,2.5118864315095824,2.5118864315095824,0.00022425877017418156,False,False,,,,,,,,,
digital delta,110.0,2.0,0.012663430188268349,LR,0.0001348606806004536,0.00012231106761647972,0.00014764161319677488,-1.3034107033785703e-05,0.00013456617518294188,1.0581273843333279,0.9434260899979496,1.194473338995009,False,True,,,,,,,,,,,,,,
digital delta,110.0,2.0,0.012663430188268349,LR (parity),0.00012745221662080169,0.00011319339067629342,0.00014147092525524185,1.6954510217982878e-05,0.0001266364721762665,1.0,1.0,1.0,True,False,,,,,,,,,,,0.9450657971866487,0.8371890502037767,1.0599664463931149,put
gamma,120.0,2.0,0.013947725081644949,"FD, CRN",0.0002547778966062608,0.00023249376980659015,0.0002789111995995949,-0.00013558083101218823,0.0002162485422407774,1.2937394753785403,1.1322175391696572,1.4756036426521326,False,False,10.0,10.0,0.0002547778966062608,False,False,,,3.2569587686899224,2.978160105189038,3.589365383187195,,,,
gamma,120.0,2.0,0.013947725081644949,LR,0.0006413973757563058,0.0005886902553259455,0.0006967829343489087,4.093875134115606e-05,0.0006416957843589303,3.2569587686899224,2.978160105189038,3.589365383187195,False,False,,,,,,,,3.2569587686899224,2.978160105189038,3.589365383187195,,,,
gamma,120.0,2.0,0.013947725081644949,LR (parity),0.0006413973757563058,0.0005886902553259455,0.0006967829343489087,4.093875134115606e-05,0.0006416957843589303,3.2569587686899224,2.978160105189038,3.589365383187195,False,False,,,,,,,,3.2569587686899224,2.978160105189038,3.589365383187195,1.0,1.0,1.0,call
gamma,120.0,2.0,0.013947725081644949,Pathwise-LR,0.00019693137718605544,0.00017776874549725672,0.00021759736152921863,1.2541582038571698e-05,0.0001970247951142579,1.0,1.0,1.0,True,False,,,,,,,,3.2569587686899224,2.978160105189038,3.589365383187195,,,,
gamma,120.0,2.0,0.013947725081644949,Pathwise-LR (parity),0.00019693137718605544,0.00017776874549725672,0.00021759736152921863,1.2541582038571698e-05,0.0001970247951142579,1.0,1.0,1.0,False,True,,,,,,,,3.2569587686899224,2.978160105189038,3.589365383187195,1.0,1.0,1.0,call
gamma,120.0,2.0,0.013947725081644949,Smoothed AD,0.0002630956108869326,0.00023948358766745452,0.0002871875955395325,-0.00011688435763460744,0.00023629754560427934,1.3359760879464473,1.1679943355625908,1.5236183799059317,False,False,2.5118864315095824,2.5118864315095824,0.0002630956108869326,False,False,,,3.2569587686899224,2.978160105189038,3.589365383187195,,,,
digital delta,120.0,2.0,0.011623104234704123,"FD, CRN",0.00021728703835744825,0.00019524383578418215,0.0002379314942543592,-0.00010407503215207772,0.00019121942648702117,1.711425031300782,1.478052053780824,1.9767620348351407,False,False,6.309573444801936,6.309573444801936,0.00021728703835744825,False,False,,,,,,,,,
digital delta,120.0,2.0,0.011623104234704123,Smoothed AD,0.00020989889638441624,0.00018956101955441195,0.00022928241371589027,-7.313278312029889e-05,0.00019724011012388847,1.6532335662091069,1.4260425862532422,1.9088913983389244,False,False,2.5118864315095824,2.5118864315095824,0.00020989889638441624,False,False,,,,,,,,,
digital delta,120.0,2.0,0.011623104234704123,LR,0.0001269626389607599,0.00011388910998592486,0.00013989419737237772,8.476081861007109e-06,0.00012699728057930402,1.0000000000000007,1.0,1.0000000000000018,False,True,,,,,,,,,,,,,,
digital delta,120.0,2.0,0.011623104234704123,LR (parity),0.0001269626389607598,0.00011388910998592486,0.0001398941973723776,8.47608186100705e-06,0.0001269972805793039,1.0,1.0,1.0,True,False,,,,,,,,,,,0.9999999999999993,0.9999999999999982,1.0,call
